DeviceRecNum,DeviceNum,PrclErr,AddrAdjusted,CityBlock,Parcel,OwnerCode,Handle,Parcel9,AddrNum,AddrSuf,StDir,StName,StType,UnitNum,DeviceType,DeviceMake,DeviceSize,DeviceDesc,FacilityName,FacContact,FacAddrNum,FacStreet,FacZIP,LastInspDate,GeoCityBLockPart,Ward10,Precinct10,InspArea10,Ward00,Precinct02,Nbrhd,CDADist,CDASubDist,PoliceDist,CensTract10,CensGroup10,CensBlock00,AsrNbrhd,NLC,Parity,FirstDate,LastDate,UpDateGeo
5708,256257,1,0,99,8011,0,10099008011,9900011,314, ,N,BROADWAY, , ,P,WATTS 009,2,LOWER LEVEL MAIN WATER ROOM,MARQUETTE BUILDING,,314,N. BROADWAY,63102,09/24/13 00:00:00,99,7,4,3,7,10,35,9,1,4,1256,2,1256.3006,261,16,E,,09/21/17 00:00:00,
5709,FC1462,1,0,99,8011,0,10099008011,9900011,314, ,N,BROADWAY, , ,P,WATTS 957,4,LOWER LEVEL MAIN WATER ROOM,MARQUETTE BUILDING,,314,N. BROADWAY,63102,09/24/13 00:00:00,99,7,4,3,7,10,35,9,1,4,1256,2,1256.3006,261,16,E,,09/21/17 00:00:00,
5710,A27846,92,0,9999.9,0,0,19999900000,999990000,3949, , , , , ,P,WATTS 009,1.5,COURT YARD WEST SIDE OF BUILDIG,LINDELL APARTMENTS,,3949,LINDELL,63108,11/09/11 00:00:00,9999.9,99,99,99,99,99,99,99,99,0,9999.9,0,9999.9,499,0,O,,09/21/17 00:00:00,
5711,FA-0010,0,0,1949,20,7,11949000020,194900020,3124, , ,OLIVE,ST, ,S,AMES COLT 200,4,N.BASEMENT WALL ON MAIN SYSTEM,N D & S MANAGEMENT,,3124,OLIVE ST.,63103,05/08/13 00:00:00,1949.0088,19,5,1,6,10,37,10,3,4,1211,1,1211.2003,254,4,E,,09/21/17 00:00:00,
5712,3430545,0,0,5175,280,0,15175000280,517500280,4621, ,S,KINGSHIGHWAY,BLVD, ,P,WILKINS 975XL,1.5,SO.SIDE OF BLDG. - 4200 HAMPTON,P & P PROPERTIES,,4621,S. KINGSHIGHWAY,63109,04/27/11 00:00:00,5175,14,4,1,14,2,7,3,57,1,1143,2,1143.2,137,19,O,,09/21/17 00:00:00,
5713,408732,0,0,1898,450,0,11898000450,189800450,2526, , ,BALDWIN,ST, ,P,WATTS 909,2,EXEC BLDG. UTILITY ROOM,SENSIENT COLORS,,2526,BALDWIN,63106,02/28/14 00:00:00,1899,5,1,1,5,8,59,14,8,4,1271,1,1201.1018,316,815,E,,09/21/17 00:00:00,
5714,D13414,92,0,9999.9,0,0,19999900000,999990000,1720, , , , , ,P,WATTS 909,0.75,MECHANICAL ROOM 3-1,U.S. POSTAL SERVICE,,1720,MARKET ST #300,63155,05/15/13 00:00:00,9999.9,99,99,99,99,99,99,99,99,0,9999.9,0,9999.9,499,0,E,,09/21/17 00:00:00,
5716,427913,0,0,5413,10,0,15413000010,541300010,1, , ,BROOKINGS,DR, ,P,WATTS 909,2,KEMPER BASEMENT MECH RM.E.SIDE,WASHINGTON UNIVERSITY,,1,BROOKINGS DR,63130,11/20/13 00:00:00,5413.0085,28,5,1,28,5,45,11,62,2,1051.98,4,1051.4004,226,1797,O,,09/21/17 00:00:00,
5717,420708,0,0,5413,10,0,15413000010,541300010,1, , ,BROOKINGS,DR, ,P,WATTS 909,1.25,KEMPER BASEMENT MECH E. SIDE,WASHINGTON UNIVERSITY,,1,BROOKINGS DR,63130,11/20/13 00:00:00,5413.0085,28,5,1,28,5,45,11,62,2,1051.98,4,1051.4004,226,1797,O,,09/21/17 00:00:00,
5718,417972,0,0,5413,10,0,15413000010,541300010,1, , ,BROOKINGS,DR, ,P,WATTS 909,2,WALKER BASEMENT MECH ROOM E.SID,WASHINGTON UNIVERSITY,,1,BROOKINGS DR,63130,11/20/13 00:00:00,5413.0085,28,5,1,28,5,45,11,62,2,1051.98,4,1051.4004,226,1797,O,,09/21/17 00:00:00,
5719,439655,2,0,4782,215,0,14782000215,478200215,500, ,S,EUCLID,AV, ,P,WATTS 909,2,LOWER LEVEL BONE FILL,WASH UNIV/POWER PLANT,JAMES IDE,660,S. EUCLID,63110,12/10/10 00:00:00,4781.0685,17,4,2,17,10,38,11,23,5,1186,1,1186.1019,224,563,E,,09/21/17 00:00:00,
5720,LJ-1857,92,0,9999.9,0,0,19999900000,999990000,4401, , , , , ,S,AMES COLT 2000,2.5,S.E. CORNER IN SPRINKLER CLOSET,AVENTURA,,4401,CHOUTEAU,63110,05/21/13 00:00:00,9999.9,99,99,99,99,99,99,99,99,0,9999.9,0,9999.9,499,0,O,,09/21/17 00:00:00,
5721,144465,0,0,5413,10,0,15413000010,541300010,1, , ,BROOKINGS,DR, ,P,WATTS 009,1,GIVERS UPPER EQUIPMENT ROOM,WASHINGTON UNIVERSITY,,1,BROOKINGS DR,63105,11/20/13 00:00:00,5413.0085,28,5,1,28,5,45,11,62,2,1051.98,4,1051.4004,226,1797,O,,09/21/17 00:00:00,
5722,64326,0,0,4782,215,0,14782000215,478200215,660, ,S,EUCLID,AV, ,P,WATTS 909,1,EAST IMAGING RESEARCH ROOF,WASHINGTON U. MED. SCHOOL,,660,S. EUCLID,63110,01/06/13 00:00:00,4782,17,4,2,17,10,38,11,23,5,1186,1,1186.102,224,563,E,,09/21/17 00:00:00,
5723,328689,0,0,4856.13,35,0,14856130035,485613035,660, , ,ROSEDALE,AV, ,P,WATTS 009,1,S.W. CORNER OF PLATFORM,METRO,,660,ROSEDALE,63112,05/06/13 00:00:00,4856.1385,28,6,1,28,3,48,11,62,5,1051.98,1,1051.1007,235,156,E,,09/21/17 00:00:00,
5724,A24799,0,0,4904,180,0,14904000180,490400180,51, , ,WESTMORELAND,PL, ,P,FEBCO 825Y,0.75,FRONT OF HOUSE RIGHT SIDE,JUDY HARRIS,,31,WESTMORELAND PL.,63108,05/06/13 00:00:00,4904,28,10,2,28,11,38,11,23,5,1121,1,1121.1008,227,1544,O,,09/21/17 00:00:00,
5725,A67182,0,0,4074,10,7,14074000010,407400010,5256, , ,WILSON,AV, ,P,WATTS 009,0.5,IN KITCHEN FOR ICE MAKER,ZIA'S RESTAURANT,,5256,WILSON,63110,02/17/13 00:00:00,4074,10,3,1,10,3,12,5,41,2,1135,1,1135.1005,216,298,E,,09/21/17 00:00:00,
5726,552301,0,0,5412,70,0,15412000070,541200070,6218, , ,WATERMAN,BLVD, ,P,WATTS 909,1,CARRIAGE HOUSE/GARAGE,AMY GILL,,6218,WATERMAN,63108,08/27/13 00:00:00,5412,28,5,1,28,5,46,11,62,5,1051.98,4,1051.4002,226,60,E,,09/21/17 00:00:00,
5727,583719,87,0,3927,50,0,13927000050,392700050,3822, , ,LINDELL,BLVD, ,P,WATTS 909,1,MOOLAH PARKING GARAGE,FRONT DOOR LLC,,3822,LINDELL,63108,05/28/09 00:00:00,3927.0081,18,1,2,19,7,37,10,9,4,1193,2,1193.2004,225,31,E,,09/21/17 00:00:00,
5728,604709,0,0,5114.01,310,0,15114010310,511401310,4101, , ,MANCHESTER,AV, ,P,WATTS 909,0.75,ISLAND @ PARKING LOT BOOTH,WAGNER DEVELOPMENT,,4101,MANCHESTER,63110,03/28/06 00:00:00,5114.01,17,1,1,17,2,39,11,22,2,1186,1,1186.2025,222,62,O,,09/21/17 00:00:00,
5730,85966,1,0,2022,10,0,12022000010,202200010,300, ,S,SKINKER,BLVD, ,P,WATTS 009,1,IN BED ON 300 N.SKINKER,ROTHSCHILD PARK/PARKVIEW,,0,P.O. BOX 300518,63130,03/28/09 00:00:00,2022.0043,28,3,1,28,11,82,11,82,2,1121,3,1121.202,206,694,E,,09/21/17 00:00:00,
5731,F161663,0,0,2023,10,0,12023000010,202300010,3200, ,S,2ND,ST, ,P,WATTS 909,4,MECH RM.BEHIND LIBRARY BLDG.36,NGA-ST. LOUIS,,3200,S. SECOND,63118,06/26/13 00:00:00,2023,9,4,1,9,4,20,8,15,3,1246,1,1246.1027,145,366,E,,09/21/17 00:00:00,
5732,J005910,0,0,6324,640,0,16324000640,632400640,74, , ,WILLMORE,RD, ,P,FEBCO 825YAB 100,1,REAR OF HOUSE,SUE OTTINGER,,74,WILLMORE RD.,63109,06/02/12 00:00:00,6324,16,4,1,16,12,8,3,58,2,1022,7,1022.7019,126,1005,E,,09/21/17 00:00:00,
5733,300690,0,0,6469,150,1,16469000150,646900150,430, ,S,7TH,ST, ,P,WATTS 009,0.5,CONCESSION 250 INSIDE CABINET,ST. LOUIS CARDINALS,,430,S. 7TH ST.,63102,06/12/13 00:00:00,6469,7,4,3,7,10,35,9,1,4,1256,3,1256.1093,261,511,E,,09/21/17 00:00:00,
5734,238337,0,0,6469,150,1,16469000150,646900150,430, ,S,7TH,ST, ,P,WATTS 009,0.5,LOGE LEVEL 2ND STAND WEST RAMP,ST. LOUIS CARDINALS,,430,S. 7TH ST.,63102,06/10/13 00:00:00,6469,7,4,3,7,10,35,9,1,4,1256,3,1256.1093,261,511,E,,09/21/17 00:00:00,
5735,301817,0,0,6469,150,1,16469000150,646900150,430, ,S,7TH,ST, ,P,WATTS 009,0.5,CONCESSION 250 - 250 LOGE LEVEL,ST. LOUIS CARDINALS,,430,S. 7TH ST,63102,06/14/13 00:00:00,6469,7,4,3,7,10,35,9,1,4,1256,3,1256.1093,261,511,E,,09/21/17 00:00:00,
5736,301777,0,0,6469,150,1,16469000150,646900150,430, ,S,7TH,ST, ,P,WATTS 009,0.5,CONCESSION 509 BAG N BOX,ST. LOUIS CARDINALS,,430,S. 7TH ST.,63102,06/12/13 00:00:00,6469,7,4,3,7,10,35,9,1,4,1256,3,1256.1093,261,511,E,,09/21/17 00:00:00,
5737,238328,0,0,6469,150,1,16469000150,646900150,430, ,S,7TH,ST, ,P,WATTS 009,0.75,1ST BASE LOUNGE SERVICE LEVEL,ST. LOUIS CARDINALS,,430,S. 7TH ST.,63102,06/10/13 00:00:00,6469,7,4,3,7,10,35,9,1,4,1256,3,1256.1093,261,511,E,,09/21/17 00:00:00,
5738,294082,0,0,6469,150,1,16469000150,646900150,430, ,S,7TH,ST, ,P,WATTS 009,0.5,KITCHEN PRESS DINING SERV LEVEL,ST. LOUIS CARDINALS,,430,S. 7TH ST.,63102,06/11/13 00:00:00,6469,7,4,3,7,10,35,9,1,4,1256,3,1256.1093,261,511,E,,09/21/17 00:00:00,
5739,301763,0,0,6469,150,1,16469000150,646900150,430, ,S,7TH,ST, ,P,WATTS 009,0.5,KITCHEN PRESS DINING SERV LEVEL,ST. LOUIS CARDINALS,,430,S. 7TH ST.,63102,06/12/13 00:00:00,6469,7,4,3,7,10,35,9,1,4,1256,3,1256.1093,261,511,E,,09/21/17 00:00:00,
5740,301774,0,0,6469,150,1,16469000150,646900150,430, ,S,7TH,ST, ,P,WATTS 009,0.5,INTERVIEW ROOM IN CABINET,ST. LOUIS CARDINALS,,430,S. 7TH ST,63102,06/12/13 00:00:00,6469,7,4,3,7,10,35,9,1,4,1256,3,1256.1093,261,511,E,,09/21/17 00:00:00,
5741,238322,0,0,6469,150,1,16469000150,646900150,430, ,S,7TH,ST, ,P,WATTS 009,0.75,3RD BASE LOUNGE SERVICE LEVEL,ST. LOUIS CARDINALS,,430,S. 7TH ST.,63102,06/07/13 00:00:00,6469,7,4,3,7,10,35,9,1,4,1256,3,1256.1093,261,511,E,,09/21/17 00:00:00,
5742,301811,0,0,6469,150,1,16469000150,646900150,430, ,S,7TH,ST, ,P,WATTS 009,0.5,CONCESSION 1 EMPLOYEE LOUNGE,ST. LOUIS CARDINALS,,430,S. 7TH ST,63102,06/12/13 00:00:00,6469,7,4,3,7,10,35,9,1,4,1256,3,1256.1093,261,511,E,,09/21/17 00:00:00,
5743,238288,0,0,6469,150,1,16469000150,646900150,430, ,S,7TH,ST, ,P,WATTS 009,0.75,CONCESSION 450 UPPER TERRACE,ST. LOUIS CARDINALS,,430,S. 7TH ST.,63102,06/06/13 00:00:00,6469,7,4,3,7,10,35,9,1,4,1256,3,1256.1093,261,511,E,,09/21/17 00:00:00,
5744,W01831,0,0,6469,150,1,16469000150,646900150,430, ,S,7TH,ST, ,P,WATTS 009,0.5,SUITE KITCHEN MEZZANINE,ST. LOUIS CARDINALS,,430,S. 7TH ST,63102,06/17/13 00:00:00,6469,7,4,3,7,10,35,9,1,4,1256,3,1256.1093,261,511,E,,09/21/17 00:00:00,
5745,239272,0,0,6469,150,1,16469000150,646900150,430, ,S,7TH,ST, ,P,WATTS 009,0.75,CONCESSIONS 432-UPPER TERRACE,ST. LOUIS CARDINALS,,430,S. 7TH ST.,63102,06/10/13 00:00:00,6469,7,4,3,7,10,35,9,1,4,1256,3,1256.1093,261,511,E,,09/21/17 00:00:00,
5746,237785,0,0,6469,150,1,16469000150,646900150,430, ,S,7TH,ST, ,P,WATTS 009,0.5,CONCESSION 233 - LOGE LEVEL,ST. LOUIS CARDINALS,,430,S. 7TH ST.,63102,06/06/13 00:00:00,6469,7,4,3,7,10,35,9,1,4,1256,3,1256.1093,261,511,E,,09/21/17 00:00:00,
5747,235589,0,0,6469,150,1,16469000150,646900150,430, ,S,7TH,ST, ,P,WATTS MC QT,0.75,CONCESSION 437 - UPPER TERRACE,ST. LOUIS CARDINALS,,430,S. 7TH ST.,63102,06/05/13 00:00:00,6469,7,4,3,7,10,35,9,1,4,1256,3,1256.1093,261,511,E,,09/21/17 00:00:00,
5748,235863,0,0,6469,150,1,16469000150,646900150,430, ,S,7TH,ST, ,P,WATTS 009,0.75,CONCESSION 446 - UPPER TER,ST. LOUIS CARDINALS,,430,S. 7TH ST.,63102,06/05/13 00:00:00,6469,7,4,3,7,10,35,9,1,4,1256,3,1256.1093,261,511,E,,09/21/17 00:00:00,
5749,300695,0,0,6469,150,1,16469000150,646900150,430, ,S,7TH,ST, ,P,WATTS 009,0.5,LOGE BEHIND FIRST BASE,ST. LOUIS CARDINALS,,430,S. 7TH ST.,63102,06/12/13 00:00:00,6469,7,4,3,7,10,35,9,1,4,1256,3,1256.1093,261,511,E,,09/21/17 00:00:00,
5750,2213646,0,0,383,190,0,10383000190,38300190,1805, ,S,8TH,ST, ,S,WILKINS 950XL,1.25,BASEMENT ROOM@1017-E MISSISSIPI,WEST END MGMNT/LAFAYETTE,GENE BOECHMANN,1017,MISSISSIPPI,63132,09/19/13 00:00:00,383,7,6,2,7,12,21,8,16,3,1276,3,1234.1037,248,360,O,,09/21/17 00:00:00,
5751,239298,0,0,6469,150,1,16469000150,646900150,430, ,S,7TH,ST, ,P,WATTS M3QT,0.75,CONCESSION 154 FRONT LINE,ST. LOUIS CARDINALS,,430,S. 7TH ST.,63102,06/11/13 00:00:00,6469,7,4,3,7,10,35,9,1,4,1256,3,1256.1093,261,511,E,,09/21/17 00:00:00,
5752,301812,0,0,6469,150,1,16469000150,646900150,430, ,S,7TH,ST, ,P,WATTS 009,0.5,LOGE LEVEL 3RD BASE SIDE,ST. LOUIS CARDINALS,,430,S. 7TH ST,63102,06/14/13 00:00:00,6469,7,4,3,7,10,35,9,1,4,1256,3,1256.1093,261,511,E,,09/21/17 00:00:00,
5753,W03459,0,0,6469,150,1,16469000150,646900150,430, ,S,7TH,ST, ,P,WATTS 009,0.5,CONCESSION 250 UNDER COUNTER,ST. LOUIS CARDINALS,,430,S. 7TH ST,63102,06/19/13 00:00:00,6469,7,4,3,7,10,35,9,1,4,1256,3,1256.1093,261,511,E,,09/21/17 00:00:00,
5754,239275,0,0,6469,150,1,16469000150,646900150,430, ,S,7TH,ST, ,P,WATTS 009,0.75,CONCESSION 152 FRONT LINE,ST. LOUIS CARDINALS,,430,S. 7TH ST.,63102,06/10/13 00:00:00,6469,7,4,3,7,10,35,9,1,4,1256,3,1256.1093,261,511,E,,09/21/17 00:00:00,
5755,301773,0,0,6469,150,1,16469000150,646900150,430, ,S,7TH,ST, ,P,WATTS 009,0.5,LOGE LEVEL 2 - TOWARDS 1ST BASE,ST. LOUIS CARDINALS,,430,S. 7TH ST.,63102,06/12/13 00:00:00,6469,7,4,3,7,10,35,9,1,4,1256,3,1256.1093,261,511,E,,09/21/17 00:00:00,
5756,239271,0,0,6469,150,1,16469000150,646900150,430, ,S,7TH,ST, ,P,WATS 009,0.75,CONCESSIONS 150 FRONT LINE,ST. LOUIS CARDINALS,,430,S. 7TH ST.,63102,06/10/13 00:00:00,6469,7,4,3,7,10,35,9,1,4,1256,3,1256.1093,261,511,E,,09/21/17 00:00:00,
5757,301816,0,0,6469,150,1,16469000150,646900150,430, ,S,7TH,ST, ,P,WATTS 009,0.5,CONCESSION 146 BAG N BOX,ST. LOUIS CARDINALS,,430,S. 7TH ST,63102,06/14/13 00:00:00,6469,7,4,3,7,10,35,9,1,4,1256,3,1256.1093,261,511,E,,09/21/17 00:00:00,
5758,301762,0,0,6469,150,1,16469000150,646900150,430, ,S,7TH,ST, ,P,WATTS 009,0.5,CONCESSIONS 148,ST. LOUIS CARDINALS,,430,S. 7TH ST.,63102,06/12/13 00:00:00,6469,7,4,3,7,10,35,9,1,4,1256,3,1256.1093,261,511,E,,09/21/17 00:00:00,
5759,298576,0,0,6469,150,1,16469000150,646900150,430, ,S,7TH,ST, ,P,WATTS 009,0.5,CONCESSIONS 152,ST. LOUIS CARDINALS,,430,S. 7TH ST.,63102,06/11/13 00:00:00,6469,7,4,3,7,10,35,9,1,4,1256,3,1256.1093,261,511,E,,09/21/17 00:00:00,
5760,238496,0,0,6469,150,1,16469000150,646900150,430, ,S,7TH,ST, ,P,WATTS 009,0.75,CONCESSIONS 146,ST. LOUIS CARDINALS,,430,S. 7TH ST.,63102,06/10/13 00:00:00,6469,7,4,3,7,10,35,9,1,4,1256,3,1256.1093,261,511,E,,09/21/17 00:00:00,
5761,238490,0,0,6469,150,1,16469000150,646900150,430, ,S,7TH,ST, ,P,WATTS 009,0.75,CONCESSIONS 148,ST. LOUIS CARDINALS,,430,S. 7TH ST.,63102,06/10/13 00:00:00,6469,7,4,3,7,10,35,9,1,4,1256,3,1256.1093,261,511,E,,09/21/17 00:00:00,
5762,273632,0,0,6469,150,1,16469000150,646900150,430, ,S,7TH,ST, ,P,WATTS 009,0.5,CONCESSION 150,ST. LOUIS CARDINALS,,430,S. 7TH ST.,63102,06/11/13 00:00:00,6469,7,4,3,7,10,35,9,1,4,1256,3,1256.1093,261,511,E,,09/21/17 00:00:00,
5763,163695,0,0,6469,150,1,16469000150,646900150,430, ,S,7TH,ST, ,P,WATTS 009,0.75,CONCESSIONS 141,ST. LOUIS CARDINALS,,430,S. 7TH ST.,63102,06/05/13 00:00:00,6469,7,4,3,7,10,35,9,1,4,1256,3,1256.1093,261,511,E,,09/21/17 00:00:00,
5764,236116,0,0,6469,150,1,16469000150,646900150,430, ,S,7TH,ST, ,P,WATTS 009,0.75,CONCESSIONS 132,ST. LOUIS CARDINALS,,430,S. 7TH ST.,63102,06/05/13 00:00:00,6469,7,4,3,7,10,35,9,1,4,1256,3,1256.1093,261,511,E,,09/21/17 00:00:00,
5765,239297,0,0,6469,150,1,16469000150,646900150,430, ,S,7TH,ST, ,P,WATTS 009,0.75,CONCESSIONS 139,ST. LOUIS CARDINALS,,430,S. 7TH ST.,63102,06/11/13 00:00:00,6469,7,4,3,7,10,35,9,1,4,1256,3,1256.1093,261,511,E,,09/21/17 00:00:00,
5766,L23836,0,0,6469,150,1,16469000150,646900150,430, ,S,7TH,ST, ,P,WILKINS 375,4,FIELD MAINTENANCE @ 700 CLARK,ST. LOUIS CARDINALS,,405,S. BROADWAY,63102,04/12/13 00:00:00,6469,7,4,3,7,10,35,9,1,4,1256,3,1256.1093,261,511,E,,09/21/17 00:00:00,
5767,238145,0,0,6469,150,1,16469000150,646900150,430, ,S,7TH,ST, ,P,WATTS 009,0.75,CONCESSION 509,ST. LOUIS CARDINALS,,430,S. 7TH ST.,63102,06/06/13 00:00:00,6469,7,4,3,7,10,35,9,1,4,1256,3,1256.1093,261,511,E,,09/21/17 00:00:00,
5768,L4296,0,0,6469,150,1,16469000150,646900150,430, ,S,7TH,ST, ,P,WILKINS/ZURN,10,BOOSTER PUMP ROOM,ST. LOUIS CARDINALS,,430,S. 7TH ST.,63102,04/12/13 00:00:00,6469,7,4,3,7,10,35,9,1,4,1256,3,1256.1093,261,511,E,,09/21/17 00:00:00,
5769,J003239,0,0,5207,10,0,15207000010,520700010,30, , ,LENOX,PL, ,P,FEBCO RP,1,RIGHT SIDE OF HOUSE,LARRY BRADFORD,,30,LENOX PL,63108,04/16/13 00:00:00,5207,28,7,2,28,14,38,11,23,5,1124,2,1124.2001,268,821,E,,09/21/17 00:00:00,
5770,GE1079,0,0,9040,50,0,19040000050,904000050,4400, , ,GUSTINE,AV, ,S,DC AMES,6,1'-0" WEST WALL AT RISER,ELLIOTT TOOL,,4400,GUSTINE,63116,01/17/14 00:00:00,9040.0083,25,2,1,25,6,16,2,50,1,1153,3,1153.3,115,284,E,,09/21/17 00:00:00,
5771,185581,0,0,4410.01,170,0,14410010170,441001170,3921, ,N,NEWSTEAD,AV, ,P,WATTS 009,0.75,MECH  ROOM EAST WALL,ASHLAND ELEMENTARY,,3921,N. NEWSTEAD,63115,08/03/13 00:00:00,4410.01,21,1,1,21,1,69,16,32,6,1101,3,1101.3,305,26,O,,09/21/17 00:00:00,
5772,184842,0,0,4581.05,330,0,14581050330,458105330,4330, , ,OLIVE,ST, ,P,WATTS 009,2,L.L. SPRINKLER ROOM,DAUGHTERS OF CHARITY,,4330,OLIVE,63108,05/30/13 00:00:00,4581.0581,28,9,2,28,15,38,11,23,5,1192,1,1192.1006,230,4,E,,09/21/17 00:00:00,
5773,W00687,0,0,4068.04,35,0,14068040035,406804035,5055, , ,ARSENAL,ST, ,P,WATTS 009,0.5,PRODUCE PREP AREA,SCHNUCKS,,5055,ARSENAL,63139,04/03/13 00:00:00,4068.0487,8,2,1,8,1,13,4,42,2,1272,2,1134.1002,214,17,O,,09/21/17 00:00:00,
5774,217270,0,0,4068.04,35,0,14068040035,406804035,5055, , ,ARSENAL,ST, ,P,WATTS 009,0.75,BAKERY DEPARTMENT PREP AREA,SCHNUCKS,,5055,ARSENAL,63139,04/03/13 00:00:00,4068.0487,8,2,1,8,1,13,4,42,2,1272,2,1134.1002,214,17,O,,09/21/17 00:00:00,
5775,229304,0,0,4068.04,35,0,14068040035,406804035,5055, , ,ARSENAL,ST, ,P,WATTS 009,0.75,SEAFOOD PREP AREA,SCHNUCKS,,5055,ARSENAL,63139,04/03/13 00:00:00,4068.0487,8,2,1,8,1,13,4,42,2,1272,2,1134.1002,214,17,O,,09/21/17 00:00:00,
5776,229292,0,0,4068.04,35,0,14068040035,406804035,5055, , ,ARSENAL,ST, ,P,WATTS 009,0.75,DELI KITCHEN AREA NEAR 3COMP SK,SCHNUCKS,,5055,ARSENAL,63139,04/03/13 00:00:00,4068.0487,8,2,1,8,1,13,4,42,2,1272,2,1134.1002,214,17,O,,09/21/17 00:00:00,
5777,214081,0,0,4068.04,35,0,14068040035,406804035,5055, , ,ARSENAL,ST, ,P,WATTS 009,0.75,PRODUCE PREP AREA-3 COMP SINK,SCHNUCKS,,5055,ARSENAL,63139,04/03/13 00:00:00,4068.0487,8,2,1,8,1,13,4,42,2,1272,2,1134.1002,214,17,O,,09/21/17 00:00:00,
5778,W00738,0,0,4068.04,35,0,14068040035,406804035,5055, , ,ARSENAL,ST, ,P,WATTS 009,0.5,UNDER SALAD BAR,SCHNUCKS,,5055,ARSENAL,63139,04/03/13 00:00:00,4068.0487,8,2,1,8,1,13,4,42,2,1272,2,1134.1002,214,17,O,,09/21/17 00:00:00,
5779,W00693,0,0,4068.04,35,0,14068040035,406804035,5055, , ,ARSENAL,ST, ,P,WATTS 009,0.5,MEAT DEPARTMENT PREP AREA,SCHNUCKS,,5055,ARSENAL,63139,04/03/13 00:00:00,4068.0487,8,2,1,8,1,13,4,42,2,1272,2,1134.1002,214,17,O,,09/21/17 00:00:00,
5780,W01015,0,0,4068.04,35,0,14068040035,406804035,5055, , ,ARSENAL,ST, ,P,WATTS 009,0.5,SEAFOOD DEPARTMENT,SCHNUCKS,,5055,ARSENAL,63139,04/03/13 00:00:00,4068.0487,8,2,1,8,1,13,4,42,2,1272,2,1134.1002,214,17,O,,09/21/17 00:00:00,
5781,F2310,0,0,101,10,0,10101000010,10100010,100, ,N,BROADWAY, , ,P,FLOMATIC,0.5,18TH FLOOR JANITOR CLOSET,HERTZ BROADWAY TOWER,,100,N. BROADWAY  #1650,63102,07/20/10 00:00:00,101,7,4,3,7,10,35,9,1,4,1256,2,1256.3008,261,16,E,,09/21/17 00:00:00,
5782,552385,0,0,4017.06,10,0,14017060010,401706010,1401, , ,HAMPTON,AV, ,P,WATTS RPZ,1,BOILER ROOM BY CHILLER,CARPENTERS HALL,,1401,HAMPTON,63139,04/23/13 00:00:00,4017.06,24,2,2,24,2,42,5,38,2,1045,2,1045.2005,205,43,O,,09/21/17 00:00:00,
5783,492005,0,0,3888,70,0,13888000070,388800070,1, , ,BARNES HOSPITAL PLAZA, , ,P,WATTS 909,1,W PAVILION 14TH FL ROOM 14300G,BJC HEALTH,,1,BARNES HOSPITAL PLAZA,63108,03/23/10 00:00:00,3888.0085,17,4,2,17,10,38,11,23,5,1124,3,1124.4004,224,972,O,,09/21/17 00:00:00,
5784,EI-1379,2,0,1031,15,0,11031000015,103100015,3217, , ,DR MARTIN LUTHER KING,DR, ,P,WATTS 957,4,MECHANICAL ROOM,SENIOR LIVING GARDENS,,3217,DR. MARTIN LUTHER KING,63106,05/23/13 00:00:00,1031,19,9,1,19,11,59,14,8,4,1212,2,1212.4008,256,2,O,,09/21/17 00:00:00,
5785,428806,2,0,1031,15,0,11031000015,103100015,3217, , ,DR MARTIN LUTHER KING,DR, ,P,WATTS 909,2,BEHIND BUILDING,BLUMEYER HOUSING,,3217,DR. MARTIN LUTHER KING,63106,04/12/13 00:00:00,1031,19,9,1,19,11,59,14,8,4,1212,2,1212.4008,256,2,O,,09/21/17 00:00:00,
5786,232571,0,1,2022,10,0,12022000010,202200010,1, , ,GOVERNMENT,DR, ,P,WATTS 009,0.75,BEN& JERRYS ICE CREAM STAND,ST. LOUIS ZOO,,1,GOVERNMENT DRIVE,63110,10/25/13 00:00:00,2022.0033,28,3,2,28,11,82,11,82,2,1121,3,1121.203,206,9059,O,,09/21/17 00:00:00,
5787,41607,92,0,9999.9,0,0,19999900000,999990000,3663, , , , , ,P,WATTS 909,1,RIGHT SIDE OF ENTRANCE,ST.LOUIS UNIV/MUSEUM,,3663,LINDELL,63108,08/31/13 00:00:00,9999.9,99,99,99,99,99,99,99,99,0,9999.9,0,9999.9,499,0,O,,09/21/17 00:00:00,
5788,430357,0,0,5892,255,0,15892000255,589200255,2635, , ,HAMPTON,AV, ,P,WATTS 909,1.5,EQUIPMENT ROOM NORTH WALL,FOREST PARK DIALYSIS CLIN,,2635,HAMPTON,63139,03/15/13 00:00:00,5892,24,4,1,24,6,11,4,60,2,1037,2,1037.1003,209,43,O,,09/21/17 00:00:00,
5789,2250342,0,0,6393,220,0,16393000220,639300220,5972, , ,KEITH,PL, ,P,WILKINS ZURN,1,N.E. SIDE IN PLANTER AREA,DAN SLAY,,5972,KEITH PLACE,63109,05/08/12 00:00:00,6393,16,2,1,16,11,8,3,58,2,1022,4,1022.4002,125,1077,E,,09/21/17 00:00:00,
5790,602943,1,0,1252,8011,0,11252008011,125200011,1515, , ,LAFAYETTE,AV, ,P,WATTS 909,0.75,6TH FL. WEST WING TOWER ROOM,GEORGIAN/WEST END MGMNT.,,9666,OLIVE BLVD  #116,63132,02/21/13 00:00:00,1252,7,5,1,7,5,33,8,13,3,1232,1,1232.1008,250,11,O,,09/21/17 00:00:00,
